,owner,name,full_name,clone_url,forks,watchers,open_issues,describtion_length,size,branches,framework
757,LEEZYDAPROGRAMMER,eShop,LEEZYDAPROGRAMMER/eShop,https://github.com/LEEZYDAPROGRAMMER/eShop.git,0,0,19,34,1770,2,angular
758,prakashpun,oshopping,prakashpun/oshopping,https://github.com/prakashpun/oshopping.git,1,1,21,35,2452,2,angular
759,denisberndt,oshop,denisberndt/oshop,https://github.com/denisberndt/oshop.git,0,1,0,34,608,2,angular
760,mizonov-iv,OnlineShopSPA,mizonov-iv/OnlineShopSPA,https://github.com/mizonov-iv/OnlineShopSPA.git,0,0,0,30,329,2,angular
761,ThomasMGilman,OnlineShoppingPortal,ThomasMGilman/OnlineShoppingPortal,https://github.com/ThomasMGilman/OnlineShoppingPortal.git,0,0,0,40,302,2,angular
762,NadavBarmatz,ShoppingOnline-Fullstack,NadavBarmatz/ShoppingOnline-Fullstack,https://github.com/NadavBarmatz/ShoppingOnline-Fullstack.git,0,0,0,44,18299,2,angular
763,guramijibladze,online-shop1,guramijibladze/online-shop1,https://github.com/guramijibladze/online-shop1.git,0,0,0,27,155,2,angular
764,praisejoseph,ngOnlineShoppingCart,praisejoseph/ngOnlineShoppingCart,https://github.com/praisejoseph/ngOnlineShoppingCart.git,0,0,0,39,1107,2,angular
765,Alihkz1,OnlineShop_2nd_release,Alihkz1/OnlineShop_2nd_release,https://github.com/Alihkz1/OnlineShop_2nd_release.git,0,1,0,28,943,2,angular
766,nirrdev1989,shop-online,nirrdev1989/shop-online,https://github.com/nirrdev1989/shop-online.git,0,0,2,11,14621,2,angular
767,ameysawant8955,AngularCartApp,ameysawant8955/AngularCartApp,https://github.com/ameysawant8955/AngularCartApp.git,0,0,4,40,643,2,angular
768,Angular2-Directive5,Online-shop,Angular2-Directive5/Online-shop,https://github.com/Angular2-Directive5/Online-shop.git,0,0,0,22,58,2,angular
769,kihuynh,online-shop,kihuynh/online-shop,https://github.com/kihuynh/online-shop.git,0,0,0,35,118,2,angular
770,rsreenidhi,online-shopping,rsreenidhi/online-shopping,https://github.com/rsreenidhi/online-shopping.git,0,0,3,30,565,2,angular
771,chethan1996,online-shopping,chethan1996/online-shopping,https://github.com/chethan1996/online-shopping.git,0,0,2,16,767,2,angular
772,arvind1903,OnlineShoppingAngular,arvind1903/OnlineShoppingAngular,https://github.com/arvind1903/OnlineShoppingAngular.git,0,0,0,0,1203,2,angular
773,Claudiu-Badilas,OnlineShop_Angular-CSharp,Claudiu-Badilas/OnlineShop_Angular-CSharp,https://github.com/Claudiu-Badilas/OnlineShop_Angular-CSharp.git,0,0,0,0,3718,2,angular
774,aziz-wali,Angular-onlineShop,aziz-wali/Angular-onlineShop,https://github.com/aziz-wali/Angular-onlineShop.git,0,0,0,0,627,2,angular
775,kobrarahimi200,OnlineShop_Angular,kobrarahimi200/OnlineShop_Angular,https://github.com/kobrarahimi200/OnlineShop_Angular.git,0,0,0,0,126379,2,angular
776,miloszkulesza,OnlineShop-Angular,miloszkulesza/OnlineShop-Angular,https://github.com/miloszkulesza/OnlineShop-Angular.git,0,0,19,46,5354,2,angular
777,MaksimSklianik,OnlineShopFromAngular,MaksimSklianik/OnlineShopFromAngular,https://github.com/MaksimSklianik/OnlineShopFromAngular.git,0,0,0,6,120,2,angular
778,LwaziMgazi,angular_nodejs_onlineShop,LwaziMgazi/angular_nodejs_onlineShop,https://github.com/LwaziMgazi/angular_nodejs_onlineShop.git,0,0,0,0,6657,2,angular
779,arundhatic,OnlineShopping_Angular,arundhatic/OnlineShopping_Angular,https://github.com/arundhatic/OnlineShopping_Angular.git,0,0,0,0,72073,2,angular
780,MarcLignarius,Angular.OnlineShop,MarcLignarius/Angular.OnlineShop,https://github.com/MarcLignarius/Angular.OnlineShop.git,0,0,2,119,384,2,angular
781,ali200710,OnlineShoppingAngular,ali200710/OnlineShoppingAngular,https://github.com/ali200710/OnlineShoppingAngular.git,0,0,0,0,220,2,angular
782,saulhamid,OnlineShoppingAngularjsOdata,saulhamid/OnlineShoppingAngularjsOdata,https://github.com/saulhamid/OnlineShoppingAngularjsOdata.git,1,0,1,28,28602,2,angular
783,Anish150198,OnlineShoppingAngular,Anish150198/OnlineShoppingAngular,https://github.com/Anish150198/OnlineShoppingAngular.git,0,0,0,0,2480,2,angular
784,HumayGasimova,OnlineShopAngular,HumayGasimova/OnlineShopAngular,https://github.com/HumayGasimova/OnlineShopAngular.git,0,0,19,0,2845,2,angular
785,Basmae,OnlineShoppingAngular,Basmae/OnlineShoppingAngular,https://github.com/Basmae/OnlineShoppingAngular.git,0,0,0,0,4295,2,angular
786,rajashriudhoji,Angular-OnlineShoppingApp,rajashriudhoji/Angular-OnlineShoppingApp,https://github.com/rajashriudhoji/Angular-OnlineShoppingApp.git,0,0,0,26,18,2,angular
787,erentrk01,Angular-OnlineShopping,erentrk01/Angular-OnlineShopping,https://github.com/erentrk01/Angular-OnlineShopping.git,0,0,0,117,1162,2,angular
788,PaskalevStoyan,OnlineShopTask-angular,PaskalevStoyan/OnlineShopTask-angular,https://github.com/PaskalevStoyan/OnlineShopTask-angular.git,0,0,0,52,994,2,angular
789,leonid9191,electronic-shop,leonid9191/electronic-shop,https://github.com/leonid9191/electronic-shop.git,0,0,0,35,193,2,angular
790,angelsalvadormx,shopOnlineAngular,angelsalvadormx/shopOnlineAngular,https://github.com/angelsalvadormx/shopOnlineAngular.git,0,0,18,0,2431,2,angular
791,linhtdhs,ShoppingOnline_Angular,linhtdhs/ShoppingOnline_Angular,https://github.com/linhtdhs/ShoppingOnline_Angular.git,0,0,0,0,134,2,angular
792,gowthamiedamalapati,ShopOnline-Angular-firebase,gowthamiedamalapati/ShopOnline-Angular-firebase,https://github.com/gowthamiedamalapati/ShopOnline-Angular-firebase.git,0,0,0,0,759,2,angular
793,Nikzin,WebShop_frontend_AngularJS,Nikzin/WebShop_frontend_AngularJS,https://github.com/Nikzin/WebShop_frontend_AngularJS.git,0,0,0,33,632,2,angular
794,palaogn,AngularOnlineShop,palaogn/AngularOnlineShop,https://github.com/palaogn/AngularOnlineShop.git,0,0,0,82,148,2,angular
795,juanfalconcodigo,AngularShopOnline,juanfalconcodigo/AngularShopOnline,https://github.com/juanfalconcodigo/AngularShopOnline.git,0,0,0,47,311,2,angular
796,AnaMariaAvram,AngularShoppingOnline,AnaMariaAvram/AngularShoppingOnline,https://github.com/AnaMariaAvram/AngularShoppingOnline.git,0,0,0,0,67697,2,angular
797,iordanrobertadrian,AngularOnlineGameShop,iordanrobertadrian/AngularOnlineGameShop,https://github.com/iordanrobertadrian/AngularOnlineGameShop.git,0,0,12,0,424,2,angular
798,rijafahim,Online-Shopping-Angular2-,rijafahim/Online-Shopping-Angular2-,https://github.com/rijafahim/Online-Shopping-Angular2-.git,0,0,0,0,55,2,angular
799,marcdacz,angular4-online-shop,marcdacz/angular4-online-shop,https://github.com/marcdacz/angular4-online-shop.git,0,0,0,43,40,2,angular
800,harshitbitp,AngularOnlineBookShop,harshitbitp/AngularOnlineBookShop,https://github.com/harshitbitp/AngularOnlineBookShop.git,0,0,0,49,892,2,angular
801,randularsw,Online-MyShop,randularsw/Online-MyShop,https://github.com/randularsw/Online-MyShop.git,1,0,19,19,1713,2,angular
802,dbp1921,angular2-online-shop,dbp1921/angular2-online-shop,https://github.com/dbp1921/angular2-online-shop.git,0,0,0,77,83654,2,angular
803,rachanaSane,angularOnlineShop,rachanaSane/angularOnlineShop,https://github.com/rachanaSane/angularOnlineShop.git,0,0,0,0,115,2,angular
804,Tysiachnyi,angularOnline-Shop,Tysiachnyi/angularOnline-Shop,https://github.com/Tysiachnyi/angularOnline-Shop.git,0,0,2,0,448,2,angular
805,monishanandhakumar,AngularOnlineShopping,monishanandhakumar/AngularOnlineShopping,https://github.com/monishanandhakumar/AngularOnlineShopping.git,0,0,0,0,166,2,angular
806,PadmaGnanapriya,angular-online-shop,PadmaGnanapriya/angular-online-shop,https://github.com/PadmaGnanapriya/angular-online-shop.git,0,0,0,15,194,2,angular
807,buithanhchinh,ShoppingCartOnline,buithanhchinh/ShoppingCartOnline,https://github.com/buithanhchinh/ShoppingCartOnline.git,0,0,0,38,53,2,angular
808,abhijit-mazumdar,OnlineShop,abhijit-mazumdar/OnlineShop,https://github.com/abhijit-mazumdar/OnlineShop.git,0,0,0,61,64,2,angular
809,yash2701,OnlineShopping,yash2701/OnlineShopping,https://github.com/yash2701/OnlineShopping.git,0,0,19,54,776,2,angular
810,chinna-naidu,onlineShop,chinna-naidu/onlineShop,https://github.com/chinna-naidu/onlineShop.git,0,0,0,59,188,2,angular
811,RomProject,OnlineShop,RomProject/OnlineShop,https://github.com/RomProject/OnlineShop.git,0,1,0,49,9120,2,angular
812,naasir27,onlineShop,naasir27/onlineShop,https://github.com/naasir27/onlineShop.git,0,0,0,53,118,2,angular
813,mohamed351,OnlineShopper,mohamed351/OnlineShopper,https://github.com/mohamed351/OnlineShopper.git,0,0,4,50,786,2,angular
814,Majey,angular-online-shop,Majey/angular-online-shop,https://github.com/Majey/angular-online-shop.git,0,0,0,90,389,2,angular
815,tatev-tahmazyan,online-shop,tatev-tahmazyan/online-shop,https://github.com/tatev-tahmazyan/online-shop.git,0,0,0,35,23527,2,angular
816,thuyenuit,AngularJS1.0-ShopOnline,thuyenuit/AngularJS1.0-ShopOnline,https://github.com/thuyenuit/AngularJS1.0-ShopOnline.git,0,0,0,53,9617,2,angular
817,ronanstuchi,Angular-ShoppingCart,ronanstuchi/Angular-ShoppingCart,https://github.com/ronanstuchi/Angular-ShoppingCart.git,0,0,0,41,225,2,angular
818,moti-art,Shopping-Online,moti-art/Shopping-Online,https://github.com/moti-art/Shopping-Online.git,0,0,0,42,149,2,angular
819,jo-ngei,online-shopping,jo-ngei/online-shopping,https://github.com/jo-ngei/online-shopping.git,0,0,0,43,250,2,angular
820,Libarus,online_shop,Libarus/online_shop,https://github.com/Libarus/online_shop.git,0,0,0,42,142,2,angular
821,OksanaHodysh,online-shop,OksanaHodysh/online-shop,https://github.com/OksanaHodysh/online-shop.git,0,0,18,27,1888,2,angular
822,harleyowiec,Online-Shop,harleyowiec/Online-Shop,https://github.com/harleyowiec/Online-Shop.git,0,0,0,45,215,2,angular
823,nataliemazal,Angular-NodeJS-MongoDB-project,nataliemazal/Angular-NodeJS-MongoDB-project,https://github.com/nataliemazal/Angular-NodeJS-MongoDB-project.git,0,0,0,44,2567,2,angular
824,efrain17,platzi-shop,efrain17/platzi-shop,https://github.com/efrain17/platzi-shop.git,0,0,0,35,36,2,angular
825,floresfactor,shopAngular,floresfactor/shopAngular,https://github.com/floresfactor/shopAngular.git,0,0,0,46,116,2,angular
826,kakarot96,online-shopping-store,kakarot96/online-shopping-store,https://github.com/kakarot96/online-shopping-store.git,0,0,16,17,699,2,angular
827,mendz,shopping-online-exercise,mendz/shopping-online-exercise,https://github.com/mendz/shopping-online-exercise.git,0,0,19,14,1046,2,angular
828,buddikatdk,EcomWebsite-Online-Shopping,buddikatdk/EcomWebsite-Online-Shopping,https://github.com/buddikatdk/EcomWebsite-Online-Shopping.git,0,0,17,27,2458,2,angular
829,kaiyuan588,Online-shopping-cart,kaiyuan588/Online-shopping-cart,https://github.com/kaiyuan588/Online-shopping-cart.git,0,0,1,29,25,2,angular
830,Dive1995,Online-shopping-site-Angular,Dive1995/Online-shopping-site-Angular,https://github.com/Dive1995/Online-shopping-site-Angular.git,0,0,0,38,27175,2,angular
831,bahadirali,online-shopping-site-angular,bahadirali/online-shopping-site-angular,https://github.com/bahadirali/online-shopping-site-angular.git,0,0,0,45,1148,2,angular
832,patapron,angular-online-shop,patapron/angular-online-shop,https://github.com/patapron/angular-online-shop.git,0,0,19,30,2554,2,angular
833,rizaldisepta,Online-Shop-Application-Angular,rizaldisepta/Online-Shop-Application-Angular,https://github.com/rizaldisepta/Online-Shop-Application-Angular.git,0,0,0,48,1050,2,angular
834,manish0502,Building-Angular-based-Shopping-Cart,manish0502/Building-Angular-based-Shopping-Cart,https://github.com/manish0502/Building-Angular-based-Shopping-Cart.git,0,2,0,136,860,2,angular
835,amitpawar832ap,OnlineShopingCartAngular6,amitpawar832ap/OnlineShopingCartAngular6,https://github.com/amitpawar832ap/OnlineShopingCartAngular6.git,0,0,0,0,106,2,angular
836,dasarka,OnlineShoppingApp-using-Angular,dasarka/OnlineShoppingApp-using-Angular,https://github.com/dasarka/OnlineShoppingApp-using-Angular.git,0,1,0,0,370,2,angular
837,Claudiu-Badilas,OnlineShop_Angular-SpringFramework,Claudiu-Badilas/OnlineShop_Angular-SpringFramework,https://github.com/Claudiu-Badilas/OnlineShop_Angular-SpringFramework.git,0,0,0,0,4499,2,angular
838,Iodachi,OnlineGrocery,Iodachi/OnlineGrocery,https://github.com/Iodachi/OnlineGrocery.git,0,0,0,62,68921,2,angular
839,strike9906,Angular-shop,strike9906/Angular-shop,https://github.com/strike9906/Angular-shop.git,0,0,0,34,301,2,angular
840,Sateesh30,Angular-Project,Sateesh30/Angular-Project,https://github.com/Sateesh30/Angular-Project.git,0,0,0,41,98,2,angular
841,nagarajuakula,eshopping-angular,nagarajuakula/eshopping-angular,https://github.com/nagarajuakula/eshopping-angular.git,0,0,0,48,1587,2,angular
842,IndiraHuseinagic,Angular-project,IndiraHuseinagic/Angular-project,https://github.com/IndiraHuseinagic/Angular-project.git,0,0,0,41,34515,2,angular
843,aron-milu,online-Shopping,aron-milu/online-Shopping,https://github.com/aron-milu/online-Shopping.git,0,0,0,37,245,2,angular
844,Belchenkov,angular_shop,Belchenkov/angular_shop,https://github.com/Belchenkov/angular_shop.git,0,0,13,33,497,2,angular
845,feria22,Online_shop,feria22/Online_shop,https://github.com/feria22/Online_shop.git,0,0,17,44,343,2,angular
846,paint-it-green,online-shop,paint-it-green/online-shop,https://github.com/paint-it-green/online-shop.git,0,0,0,44,356,2,angular
847,PanitJr,angular4-shopping-online-template,PanitJr/angular4-shopping-online-template,https://github.com/PanitJr/angular4-shopping-online-template.git,0,1,0,0,11153,2,angular
848,gareder,frontend-meang-onlineshop,gareder/frontend-meang-onlineshop,https://github.com/gareder/frontend-meang-onlineshop.git,0,0,0,38,2334,2,angular
849,AkshaySrivatsa03,OnlineShoppingCart,AkshaySrivatsa03/OnlineShoppingCart,https://github.com/AkshaySrivatsa03/OnlineShoppingCart.git,0,0,2,55,56662,2,angular
850,pranaykumar389,online-shopping-app-angular2,pranaykumar389/online-shopping-app-angular2,https://github.com/pranaykumar389/online-shopping-app-angular2.git,0,0,0,0,226,2,angular
851,Hieungx,Shop-Cart-Angular,Hieungx/Shop-Cart-Angular,https://github.com/Hieungx/Shop-Cart-Angular.git,0,0,0,28,189,2,angular
852,nirannjan,Online-Shopping-App,nirannjan/Online-Shopping-App,https://github.com/nirannjan/Online-Shopping-App.git,0,0,0,39,23,2,angular
853,opazupa,OnlineShop-Redux,opazupa/OnlineShop-Redux,https://github.com/opazupa/OnlineShop-Redux.git,0,0,0,43,1184,2,angular
854,MorganJalil,OnlineMovieShop,MorganJalil/OnlineMovieShop,https://github.com/MorganJalil/OnlineMovieShop.git,0,0,16,61,2940,2,angular
855,noam992,coffee-shop-online,noam992/coffee-shop-online,https://github.com/noam992/coffee-shop-online.git,0,0,0,34,6433,2,angular
856,johannesrehrl,Online-Shopping-Angular-Exercise,johannesrehrl/Online-Shopping-Angular-Exercise,https://github.com/johannesrehrl/Online-Shopping-Angular-Exercise.git,0,0,0,30,109,2,angular
857,brajendrasingh,Angular-4-Portal,brajendrasingh/Angular-4-Portal,https://github.com/brajendrasingh/Angular-4-Portal.git,0,0,0,31,99,2,angular
858,gianLuigiL,wine-shop-angular,gianLuigiL/wine-shop-angular,https://github.com/gianLuigiL/wine-shop-angular.git,1,0,0,33,7902,2,angular
859,basmazaki,OnlineShopping,basmazaki/OnlineShopping,https://github.com/basmazaki/OnlineShopping.git,0,1,40,71,3547,2,angular
860,harpreetsingh19,JeanStation_Online_App_UI,harpreetsingh19/JeanStation_Online_App_UI,https://github.com/harpreetsingh19/JeanStation_Online_App_UI.git,0,0,0,50,8270,2,angular
861,zurgalos,Online-Shop,zurgalos/Online-Shop,https://github.com/zurgalos/Online-Shop.git,0,0,0,135,499,2,angular
862,mahnazmahmoodzade,OnlineShopping,mahnazmahmoodzade/OnlineShopping,https://github.com/mahnazmahmoodzade/OnlineShopping.git,0,0,0,59,185,2,angular
863,dorkian,onlineShop,dorkian/onlineShop,https://github.com/dorkian/onlineShop.git,0,0,0,62,1157,2,angular
864,VictorKostyukov,AngularStore,VictorKostyukov/AngularStore,https://github.com/VictorKostyukov/AngularStore.git,0,0,0,57,632,2,angular
865,syudanardi,Angular-Practice-ShoppApp,syudanardi/Angular-Practice-ShoppApp,https://github.com/syudanardi/Angular-Practice-ShoppApp.git,0,0,20,59,636,2,angular
866,ekaterina-rut,onLineShop_JB_project,ekaterina-rut/onLineShop_JB_project,https://github.com/ekaterina-rut/onLineShop_JB_project.git,0,0,0,25,11525,2,angular
867,jhoncharry,frontend-meang-online-shop-public,jhoncharry/frontend-meang-online-shop-public,https://github.com/jhoncharry/frontend-meang-online-shop-public.git,0,0,0,28,3030,2,angular
868,WiseHands,WiseShop,WiseHands/WiseShop,https://github.com/WiseHands/WiseShop.git,1,2,3,71,163356,2,angular
869,netajik,shopping-cart,netajik/shopping-cart,https://github.com/netajik/shopping-cart.git,0,0,18,43,1597,2,angular
870,rogre77,oShop,rogre77/oShop,https://github.com/rogre77/oShop.git,0,0,2,44,536,2,angular
871,AlekseyTyurin,ng--bike-shop,AlekseyTyurin/ng--bike-shop,https://github.com/AlekseyTyurin/ng--bike-shop.git,0,0,0,31,9354,2,angular
872,alokj10,ng2store,alokj10/ng2store,https://github.com/alokj10/ng2store.git,1,0,0,36,14153,2,angular
873,aleksandar9999a,experience-shop,aleksandar9999a/experience-shop,https://github.com/aleksandar9999a/experience-shop.git,0,0,3,39,7970,2,angular
874,EmilGeorgievIT,eMart,EmilGeorgievIT/eMart,https://github.com/EmilGeorgievIT/eMart.git,1,0,15,35,4784,2,angular
875,raunakgupta2608,oshop,raunakgupta2608/oshop,https://github.com/raunakgupta2608/oshop.git,0,0,2,39,425,2,angular
876,Tysiachnyi,Mobile-Shop,Tysiachnyi/Mobile-Shop,https://github.com/Tysiachnyi/Mobile-Shop.git,0,0,0,35,18,2,angular
877,HaoZ17,Sneaker_Shopping_Website,HaoZ17/Sneaker_Shopping_Website,https://github.com/HaoZ17/Sneaker_Shopping_Website.git,0,0,23,45,4754,2,angular
878,ashwincmenon,e-buyy,ashwincmenon/e-buyy,https://github.com/ashwincmenon/e-buyy.git,0,0,0,41,285,2,angular
879,afolabiopakunle,ecommerce-app,afolabiopakunle/ecommerce-app,https://github.com/afolabiopakunle/ecommerce-app.git,0,0,0,46,219,2,angular
880,patboyrico,tradsonline-frontend,patboyrico/tradsonline-frontend,https://github.com/patboyrico/tradsonline-frontend.git,0,0,0,39,2863,2,angular
881,rusvariag,Portfolio-project-Just-Super-client,rusvariag/Portfolio-project-Just-Super-client,https://github.com/rusvariag/Portfolio-project-Just-Super-client.git,0,0,0,42,1614,2,angular
882,cagcak,shopping-card,cagcak/shopping-card,https://github.com/cagcak/shopping-card.git,0,0,0,54,920,2,angular
883,HaymanLiron,shop,HaymanLiron/shop,https://github.com/HaymanLiron/shop.git,0,0,4,89,916,2,angular
884,mrsoroush,Myshop,mrsoroush/Myshop,https://github.com/mrsoroush/Myshop.git,0,0,0,44,121,2,angular
885,skarlet-witcher,Organic-Shop,skarlet-witcher/Organic-Shop,https://github.com/skarlet-witcher/Organic-Shop.git,0,0,0,47,155,2,angular
886,leohan410,Udemy-Angular.io-Course-Final-Project,leohan410/Udemy-Angular.io-Course-Final-Project,https://github.com/leohan410/Udemy-Angular.io-Course-Final-Project.git,0,0,0,38,31,2,angular
887,vdanyliv,shop,vdanyliv/shop,https://github.com/vdanyliv/shop.git,0,0,0,68,275,2,angular
888,maitabe,angular-online-shop,maitabe/angular-online-shop,https://github.com/maitabe/angular-online-shop.git,0,0,0,0,9,2,angular
889,gkaurbalgir,angular-project-online-shopping,gkaurbalgir/angular-project-online-shopping,https://github.com/gkaurbalgir/angular-project-online-shopping.git,0,0,0,0,34,2,angular
890,esraamamdouh136,Angular-online-shopping,esraamamdouh136/Angular-online-shopping,https://github.com/esraamamdouh136/Angular-online-shopping.git,0,0,0,0,2592,2,angular
891,jasondang1991,online-technology-shop-angular,jasondang1991/online-technology-shop-angular,https://github.com/jasondang1991/online-technology-shop-angular.git,0,0,0,0,51288,2,angular
892,obravocedillo,angular-online-shop,obravocedillo/angular-online-shop,https://github.com/obravocedillo/angular-online-shop.git,0,0,0,0,3332,2,angular
893,asha15,Angularjs-Online-Shopping-Project,asha15/Angularjs-Online-Shopping-Project,https://github.com/asha15/Angularjs-Online-Shopping-Project.git,0,0,0,0,4582,2,angular
894,losk773,online-shop-angular,losk773/online-shop-angular,https://github.com/losk773/online-shop-angular.git,0,0,0,0,181,2,angular
895,Iluzjonista,angular-online-shop,Iluzjonista/angular-online-shop,https://github.com/Iluzjonista/angular-online-shop.git,0,0,0,0,1532,2,angular
896,ebrammamdoh,online-shop-angular,ebrammamdoh/online-shop-angular,https://github.com/ebrammamdoh/online-shop-angular.git,0,0,0,0,164,2,angular
897,denfedweb,angular_online_shop,denfedweb/angular_online_shop,https://github.com/denfedweb/angular_online_shop.git,0,0,0,0,161,2,angular
898,amusinger,online-shop-angular,amusinger/online-shop-angular,https://github.com/amusinger/online-shop-angular.git,0,0,0,0,1086,2,angular
899,lemibbdk,online-shop-angular,lemibbdk/online-shop-angular,https://github.com/lemibbdk/online-shop-angular.git,0,0,0,0,184,2,angular
900,DeniDenx,online-shop-angular,DeniDenx/online-shop-angular,https://github.com/DeniDenx/online-shop-angular.git,0,0,0,19,318,2,angular
901,sarikajain123,online-mobile-shop-angular,sarikajain123/online-mobile-shop-angular,https://github.com/sarikajain123/online-mobile-shop-angular.git,0,0,0,0,287,2,angular
902,rajatrt,oshop,rajatrt/oshop,https://github.com/rajatrt/oshop.git,0,0,0,36,587,2,angular
903,omar-gamel,oshop,omar-gamel/oshop,https://github.com/omar-gamel/oshop.git,0,0,2,50,334,2,angular
904,Sviatique,angular-online-shop,Sviatique/angular-online-shop,https://github.com/Sviatique/angular-online-shop.git,0,0,0,0,25,2,angular
905,Sapendo,Shop_online_angular,Sapendo/Shop_online_angular,https://github.com/Sapendo/Shop_online_angular.git,0,0,0,0,112,2,angular
906,NatiaChubinidze,Angular_Books_Online_Shop,NatiaChubinidze/Angular_Books_Online_Shop,https://github.com/NatiaChubinidze/Angular_Books_Online_Shop.git,0,0,0,0,14633,2,angular
907,AnnaKL,Angular-Top-Online-Shop,AnnaKL/Angular-Top-Online-Shop,https://github.com/AnnaKL/Angular-Top-Online-Shop.git,0,1,0,0,932,2,angular
908,KNehe,OnlineMedicineShop-FrontEnd,KNehe/OnlineMedicineShop-FrontEnd,https://github.com/KNehe/OnlineMedicineShop-FrontEnd.git,0,1,1,50,4397,2,angular
909,akhilreddy18,online-shopping-using-angular,akhilreddy18/online-shopping-using-angular,https://github.com/akhilreddy18/online-shopping-using-angular.git,0,0,0,0,106,2,angular
910,Resha1279,angular-online-shop,Resha1279/angular-online-shop,https://github.com/Resha1279/angular-online-shop.git,0,0,0,0,890,2,angular
911,s-ganji,Online-Shop-Angular,s-ganji/Online-Shop-Angular,https://github.com/s-ganji/Online-Shop-Angular.git,0,0,0,0,309,2,angular
912,Nemchinovrp,Online-Shop-Angular,Nemchinovrp/Online-Shop-Angular,https://github.com/Nemchinovrp/Online-Shop-Angular.git,0,0,0,0,120,2,angular
913,leanhvu86,angular-shop-online,leanhvu86/angular-shop-online,https://github.com/leanhvu86/angular-shop-online.git,0,0,21,0,558,2,angular
914,harikatirunagari,angular-online-shopping-cart,harikatirunagari/angular-online-shopping-cart,https://github.com/harikatirunagari/angular-online-shopping-cart.git,0,0,0,0,62,2,angular
915,AlaaSaadallah,Angular-online-shopping-,AlaaSaadallah/Angular-online-shopping-,https://github.com/AlaaSaadallah/Angular-online-shopping-.git,0,0,0,0,273,2,angular
916,Skoropadskyi,Shop,Skoropadskyi/Shop,https://github.com/Skoropadskyi/Shop.git,0,0,0,77,194,2,angular
917,SantiagoSossa,online-shop,SantiagoSossa/online-shop,https://github.com/SantiagoSossa/online-shop.git,0,0,0,44,145,2,angular
918,youseflkc,online-shop,youseflkc/online-shop,https://github.com/youseflkc/online-shop.git,0,0,0,52,3520,2,angular
919,desali,online-shop,desali/online-shop,https://github.com/desali/online-shop.git,0,0,0,61,7213,2,angular
920,HariPogula,Online-Shopping,HariPogula/Online-Shopping,https://github.com/HariPogula/Online-Shopping.git,0,0,0,40,76,2,angular
921,andreaslanderer,online-shop,andreaslanderer/online-shop,https://github.com/andreaslanderer/online-shop.git,0,0,0,67,11478,2,angular
922,rogerdavila,meang-frontend-online-shop,rogerdavila/meang-frontend-online-shop,https://github.com/rogerdavila/meang-frontend-online-shop.git,0,0,0,40,307,2,angular
923,SarvarKh,online-shop_recipe-book,SarvarKh/online-shop_recipe-book,https://github.com/SarvarKh/online-shop_recipe-book.git,0,1,0,48,551,2,angular
924,Gianni-A,shop-online-client,Gianni-A/shop-online-client,https://github.com/Gianni-A/shop-online-client.git,0,0,19,33,883,2,angular
925,JulzDave,Shopping-Online---MEAN-Stack-Project,JulzDave/Shopping-Online---MEAN-Stack-Project,https://github.com/JulzDave/Shopping-Online---MEAN-Stack-Project.git,0,0,11,31,9278,2,angular
926,megalucio,my-angular2-ecommerce-shop,megalucio/my-angular2-ecommerce-shop,https://github.com/megalucio/my-angular2-ecommerce-shop.git,0,0,0,63,127,2,angular
927,GitHub4Jyo,OnlineShoppingTemplateUsingAngular2js,GitHub4Jyo/OnlineShoppingTemplateUsingAngular2js,https://github.com/GitHub4Jyo/OnlineShoppingTemplateUsingAngular2js.git,0,0,0,113,236,2,angular
928,fatma004,Handistic-Online-Shop,fatma004/Handistic-Online-Shop,https://github.com/fatma004/Handistic-Online-Shop.git,1,1,0,733,23761,2,angular
929,UK-JADHAV,OnlineShoppingWebsite-using-Angular-and-Springboot,UK-JADHAV/OnlineShoppingWebsite-using-Angular-and-Springboot,https://github.com/UK-JADHAV/OnlineShoppingWebsite-using-Angular-and-Springboot.git,1,0,0,59,1903,2,angular
930,damian-kwiecien-zz,OnlineShop-FrontEnd,damian-kwiecien-zz/OnlineShop-FrontEnd,https://github.com/damian-kwiecien-zz/OnlineShop-FrontEnd.git,0,0,0,71,65518,2,angular
931,subashkv,shoppingApp,subashkv/shoppingApp,https://github.com/subashkv/shoppingApp.git,0,0,18,52,2733,2,angular
932,eandres8,nextu-shop-angular,eandres8/nextu-shop-angular,https://github.com/eandres8/nextu-shop-angular.git,0,0,0,51,1020,2,angular
933,bakeroner,angular-shop,bakeroner/angular-shop,https://github.com/bakeroner/angular-shop.git,0,0,0,51,367,2,angular
934,vmnog,angular-shopping,vmnog/angular-shopping,https://github.com/vmnog/angular-shopping.git,0,0,0,55,159,2,angular
935,JaiSan9502,AngularOnlineSareeShoppingAdminSection,JaiSan9502/AngularOnlineSareeShoppingAdminSection,https://github.com/JaiSan9502/AngularOnlineSareeShoppingAdminSection.git,0,0,0,38,138,2,angular
936,nextshubham,online_shop_project_angular6_node,nextshubham/online_shop_project_angular6_node,https://github.com/nextshubham/online_shop_project_angular6_node.git,0,0,0,47,128,2,angular
937,JhosefCardich,online-shop,JhosefCardich/online-shop,https://github.com/JhosefCardich/online-shop.git,0,0,17,149,1964,2,angular
938,mesinkasir,angularshop,mesinkasir/angularshop,https://github.com/mesinkasir/angularshop.git,0,1,0,58,25,2,angular
